English,Bangla
Sleepy,ঘুমন্ত
Victor'S,ভিক্টরের এস
Of Roses,গোলাপের
To The Lawyer,আইনজীবীর কাছে
Wilson,উইলসন
Warden,প্রহরী
Designed,পরিকল্পিত
Gun-Soo,বন্দুক-সু
The Name Itself,নাম নিজেই
The Cars,গাড়ির
In Song,গানে
Of The Pistol,পিস্তলের
Tracking,ট্র্যাকিং
Of Rape,ধর্ষণের
The Rabbit,খরগোশ
Thrown,নিক্ষিপ্ত
Miller'S,মিলারের এস
Hatch,হ্যাচ
Defeat,পরাজয়
Of Matter,ব্যাপারের
The Situation,পরিস্থিতি
Dad'S,বাবার
Seatbelt,সীট বেল্ট
At The Port,বন্দরে
The League,লীগ
The System,পদ্ধতি
Delete,মুছে ফেলা
Hayes,হেইস
Of Tickets,টিকিটের
On Occasion,মাঝে মাঝে
Lovely,সুদৃশ্য
I Am Writing,আমি লিখছি
Of Miles,মাইলস এর
In Berlin,বার্লিন এ
Angelina,অ্যাঞ্জেলিনা
Consolation,সান্ত্বনা
Take A Walk,হাট
Life Too,জীবনও
Ammunition,গোলাবারুদ
Equally,সমানভাবে
Of Flight,ফ্লাইটের
Mercedes,মার্সিডিজ
Did You Eat,আপনি কি খেয়েছেন?
Hall'S,হলের
Label,লেবেল
To Touch,স্পর্শ করতে
Realistic,বাস্তবসম্মত
The Fee,ফি
Tataglia,টাটাগ্লিয়া
Fishy,মৎস
Meaning,অর্থ
Valkyrie,ভালকিরি
Grow Up,গ্রো আপ
Experiment,পরীক্ষা
Patty,প্যাটি
Virginia,ভার্জিনিয়া
Daily,দৈনিক
The Stage,মঞ্চ
Absorb,শোষণ
Of Korea,কোরিয়ার
Britain'S,ব্রিটেনের এস
Bravery,সাহসিকতা
The Fragrance,সুগন্ধি
In The Storm,দ্য স্টর্মে
Macho,মাচো
Of The Beast,অফ দ্য বিস্ট
Mufasa,মুফাসা
Of Coat,অব কোট
Student,ছাত্র
Of The Ruler,শাসকের
The Death,মৃত্যু
Ricky,রিকি
Thats,ওটা
Of The Chief,প্রধানের
Sandoval,স্যান্ডোভাল
The Engineer,প্রকৌশলী
Yourself,নিজেকে
To Sandoval,স্যান্ডোভালের কাছে
Megamind,মেগামাইন্ড
Don'T Cheat,প্রতারণা করবেন না
Hasibuzzaman,হাসিবুজ্জামান
Sausage,সসেজ
Of The Internet,ইন্টারনেটের
The Giving,দান
To Meet,দেখা করা
In The Matter,ব্যাপার
Aside,একপাশে
Index,সূচক
In Yourself,নিজের
Of The Theatre,থিয়েটারের
At Christmas,ক্রিসমাসের সময়ে
Hand To Hand,হাতে হাতে
Fingerprint,আঙুলের ছাপ
Archive,সংরক্ষণাগার
The Prophet,নবী
Mordu,মর্দু
Uncle'S,চাচার
In The Mall,মলের
Protocol,প্রোটোকল
At Height,উচ্চতায়
The Yard,আঙ্গিনা
Brooks,ব্রুকস
Decreasing,কমছে
Cahill,কাহিল
Gasps,হাঁপাচ্ছে
Murphy,মারফি
Beeping,বিপিং
Journalists,সাংবাদিকরা
"20,000","20,000"
Godfather,গডফাদার
Ulanda,উলান্দা
Agriculture,কৃষি
Premier,প্রিমিয়ার
Proverb,প্রবাদ
Aunts,খালা
The Impossible,অসম্ভব
In Stock,স্টকে
Benny,বেনি
Shake,ঝাঁকি
Worth,মূল্য
Cough,কাশি
Avery,এভারি
I'M Going,আমি যাচ্ছি
Joshua,জোশুয়া
The Questions,প্রশ্নসমুহ
In The United States,যুক্ত রাষ্টগুলোের মধ্যে
Juicy,সরস
Unity,ঐক্য
Fallon,ফ্যালন
Hector,হেক্টর
Sentinel,সেন্টিনেল
In The Skin,ত্বকে
The Sheep,ভেড়া
Of Hard Work,কঠোর পরিশ্রমের
Man Made,ম্যান মেড
Interest,স্বার্থ
Cheek,গাল
Took Place,স্থান দখল করেছে
The Grail,গ্রেইল
Hostages,জিম্মি
Terminator,টার্মিনেটর
Mr. Anant,অনন্ত সাহেব
Relativity,আপেক্ষিকতা
Shift,শিফট
Joint,জয়েন্ট
Uncertain,অনিশ্চিত
The Camels,উট
Marriage Too,বিয়েও
Kingsman,কিংসম্যান
Rudeness,অভদ্রতা
On Bail,জামিনে
Break-Up,বিচ্ছিন্ন
Misty,মিস্টি
The Plants,গাছপালা
Don'T Look,ডোন্ট লুক
Australia,অস্ট্রেলিয়া
Nurture,লালনপালন
Robert'S,রবার্ট'স
Deadshot,অব্যর্থলক্ষ্য ব্যক্তি
Lukis,লুকিস
Blurred,অস্পষ্ট
Anyone,যে কেউ
Chilachilli,চিলাচিল্লি
Express,প্রকাশ করা
Will Drive,চালাবো
Cyborg,সাইবোর্গ
Kuwait,কুয়েত
Slide,স্লাইড
Also In Mind,এছাড়াও মনে
Confident,আত্মবিশ্বাসী
Weird,অদ্ভুত
Footprint,পদাঙ্ক
Britta,ব্রিটা
In That Direction,সেই দিকে
Winter,শীতকাল
Muddy,কর্দমাক্ত
Darao,দারাও
Blackmail,ব্ল্যাকমেইল
Heartbeat,হৃদস্পন্দন
Democracy,গণতন্ত্র
Dig Up,আবিষ্কার করা
The Audience,শ্রোতাবৃন্দ
The Glue,আঠা
Agent-1,এজেন্ট-1
Grail,গ্রিল
Ackle,অ্যাকল
He Also,সেও
Fudge,ফাজ
If You Learn,যদি আপনি শিখেন
Booking,সংরক্ষণ
The Sculpture,ভাস্কর্য
Accountant,হিসাবরক্ষক
Plant,উদ্ভিদ
The Herb,ভেষজ
Wandering Around,ঘুরে বেড়াচ্ছে
Sabah,সাবাহ
Regional,আঞ্চলিক
Salehin,সালেহীন
Of The Box,বাক্সের
Elenga-Tangail,এলেঙ্গা-টাঙ্গাইল
Distress,কষ্ট
Of The Bike,বাইকের
I Didn'T Give,আমি দেইনি
Of The Pope,পোপের
The Imf,আইএমএফ
On The Journey,যাত্রাপথে
In The Bible,বাইবেলে
Bedford,বেডফোর্ড
Tommy'S,টমি'স
Clarence,ক্লারেন্স
Heida,হেইডা
Locky'S,Locky's
Ghiloo,ঘিলু
Hendrix,হেন্ডরিক্স
In Switzerland,সুইজারল্যান্ডে
Kathir,কাথির
Memorable,স্মরণীয়
By Whom,কার দ্বারা
The Dialogue,সংলাপটি
By Thinking,চিন্তা করে
Of Pipe,পাইপের
Dishes,খাবারের
Fisher'S,ফিশারস
Of Humanity,মানবতার
Sense,অনুভূতি
The Cleaner,পরিষ্কারক
The Camel,উটটি
In Strength,শক্তিতে
In The Institution,ইনস্টিটিউশনে
Jeida,জেইদা
The Virgin,কুমারী
You Are Broken,ইউ আর ব্রোকেন
Above All,সর্বোপরি
Opportunity,সুযোগ
Abbajan,আব্বাজান
Song Too,গানও
The Bath,স্নান
Najaf,নাজাফ
Constable,কনস্টেবল
At Hogwarts,হগওয়ার্টসে
Cameraman,ক্যামেরাম্যান
Strawberry,স্ট্রবেরি
Turner'S,টার্নারের এস
Sachin,শচীন
Of Nails,নখের
Shaolin,শাওলিন
The Counter,কাউন্টার
Narrow,সংকীর্ণ
Patients,রোগীদের
Bumble Bee,বাম্বল বি
In The Situation,দ্য সিচুয়েশনে
Semen,বীর্য
In Jerusalem,জেরুজালেমে
Bodhi,বোধি
John:,জন:
Painful,বেদনাদায়ক
Sprinkle,ছিটিয়ে দেয়া
In Competition,প্রতিযোগিতায়
The Stories,গল্পগুলো
Version,সংস্করণ
In Tone,টোনে
The Gap,ফাঁক
Goldmoon,গোল্ডমুন
The Events,ঘটনাবলী
Severus,সেভেরাস
Valentine'S,ভ্যালেন্টাইনস
Bandage,ব্যান্ডেজ
Hitler'S,হিটলারের এস
The Smile,হাসি
Used To Call,কল করতে ব্যবহৃত হয়
Feyza,ফয়েজা
In The Matrix,ম্যাট্রিক্সে
Terry,টেরি
Biryani,বিরিয়ানি
Of Finny,ফিনির
Spice,মশলা
Letty,লেটি
Dug Up,খনন করা
Chiolke,চিওলকে
Spellman,স্পেলম্যান
Kunju,কুঞ্জু
Won'T Leave,ছাড়বে না
Of Steel,ইস্পাতের
The Vista,ভিস্তা
Grate,ঝাঁঝরি
Yakub,ইয়াকুব
Of The Screen,পর্দার
Japanese,জাপানিজ
Most Of Them,তাদের অনেকেই
In Terms Of,শর্তে
Focus,ফোকাস
Evolution,বিবর্তন
To The Nation,জাতির কাছে
Increases,বাড়ে
To Mankind,মানবজাতির কাছে
To Cook,রান্না করতে
Gloves,গ্লাভস
Finley,ফিনলে
Of Garbage,আবর্জনার
Fly Away,উড়ে যাত্তয়া
Approx,প্রায়
Came Down,নেমে এলো
October,অক্টোবর
Yakaza,ইয়াকাজা
Wallet,ওয়ালেট
Life Itself,জীবন নিজেই
Reliable,নির্ভরযোগ্য
In The Leak,লিক ইন
Blockade,অবরোধ
Panga,পাঙ্গা
Radagast,রাদাগাস্ট
The Bullets,বুলেটস
Spending,খরচ
Philpott,ফিলপট
Perlman,পার্লম্যান
C.I.A,C.I.A
The Border,সীমানা
Of The Market,বাজারের
Olson,ওলসন
Chief Minister,মুখ্যমন্ত্রী
Swear,শপথ
Parcel,পার্সেল
Of China,চীনের
Dining,ডাইনিং
Of Courage,সাহসের
Cookie,কুকি
Of The Eagle,ঈগল এর
Many Things,অনেক কিছু
Mickey,মিকি
To The Prince,রাজকুমারের কাছে
Adventurer,দুঃসাহসিক
Petersen,পিটারসেন
In The Hall,হল এর ভিতর
Point Of View,পয়েন্ট অফ ভিউ
Chips,চিপস
In The Distance,দূরত্বের মধ্যে
To Avoid,এড়ানোর জন্য
The Doll,পুতুলটা
Tactfully,কৌশলে
In Kindness,দয়ায়
Warren,ওয়ারেন
Contempt,অবজ্ঞা
Song:,গান:
Armsby,আর্মসবি
Samantha,সামান্থা
Helper,সাহায্যকারী
Back-Up,ব্যাক-আপ
In The Fridge,ফ্রিজে
Xavier,জেভিয়ার
The Fort,দুর্গ
Matata,মাতাটা
Jharga,ঝাড়গা
The Actor,অভিনেতা
Compartment,বগি
Stacy,স্টেসি
Was Taking,গ্রহণ করা হয়
Gentleman'S,ভদ্রলোক
Yondu,ইয়ন্ডু
Monique,মনিক
The French,ফরাসি
The Phoenix,ফিনিক্স
To Grind,চূর্ণনশব্দ
Voice:,ভয়েস:
Toretto,টরেটো
Commander'S,কমান্ডার এস
To The Patient,রোগীর কাছে
Don'T Take,নিবেন না
Secrets,সিক্রেটস
People Too,মানুষও
In The Soul,দ্য সোলে
In Surrey,সারে
Tyler'S,টাইলার এস
Bebop,বেবপ
Vandy,ভ্যান্ডি
Handshake,হ্যান্ডশেক
Tolerated,সহ্য করেছে
Of The Knee,হাঁটুর
Love You,তোমাকে ভালোবাসি
A Mess,একটি জগাখিচুড়ি
In Mastery,মাস্টারিতে
Of Thorns,কাঁটার
Find Out,খুঁজে বের কর
Sydney,সিডনি
Gender,লিঙ্গ
The Basket,ঝুড়ি
